iteracao,id_selecionado,tempo_resposta_llm_ms,tempo_iteracao_ms,resposta_llm
73,117,208262,208264,"[5, 12, 66, 184, 187, 205, 333, 357, 489]"
74,498,205074,205077,"[94, 301, 318, 351, 379, 495, 498]"
75,60,170434,170439,"[14, 60, 79, 86, 277, 329, 406, 469]"
76,368,213763,213766,"[9, 11, 29, 42, 64, 69, 77, 104, 107, 112, 134, 278, 279, 289, 298, 312, 321, 322, 352, 363, 368, 386, 398, 438, 440, 443, 459, 460, 474, 494, 499, 500]"
77,298,246425,246429,"[19, 51, 75, 87, 88, 93, 105, 134, 142, 157, 173, 190, 196, 242, 272, 278, 279, 298, 363, 390, 426, 488, 495, 497, 500]"
78,491,97905,97907,"[48, 53, 54, 60, 86, 125, 151, 168, 178, 196, 202, 244, 269, 366, 393, 416, 417, 493]"
79,469,144413,144415,"[60, 79, 256, 301, 345, 355, 403, 422, 469]"
80,417,110042,110044,"[37, 54, 55, 61, 88, 95, 108, 124, 143, 154, 202, 216, 225, 251, 312, 328, 393, 400, 403, 411, 416, 417, 419, 422, 438, 442, 466, 468, 478, 488]"
81,417,120780,120783,"[27, 44, 68, 78, 84, 131, 202, 214, 216, 315, 337, 338, 366, 400, 403, 404, 406, 417, 421, 435, 439, 442, 493]"
82,174,107223,107230,"[83, 118, 174, 209, 242, 250, 257, 289, 362, 401]"
83,169,100536,100543,"[62, 166, 169]"
84,355,166045,166053,"[274, 322, 328, 354, 355, 408, 440]"
85,9,135420,135427,"[9, 73, 83, 149, 261, 274, 285, 353, 395]"
86,43,139095,139101,"[15, 21, 43, 67, 75, 159, 226, 237, 250, 433, 464, 487]"
87,424,117787,117796,"[53, 269, 371, 393, 421]"
88,84,119101,119105,"[50, 84, 86, 90, 116, 131, 133, 154, 160, 191, 197, 208, 216, 267, 328, 335, 396, 417, 435, 438, 461, 466]"
89,54,231143,231150,"[41, 49, 54, 55, 66, 90, 107, 121, 130, 139, 141, 144, 146, 156, 182, 187, 210, 233, 235, 245, 269, 270, 288, 299, 304, 317, 338, 363, 369, 385, 400, 406, 407, 411, 413, 416, 417, 419, 439, 445, 449, 477]"
90,104,183679,183685,"[7, 29, 35, 59, 93, 104, 122, 126, 189, 190, 192, 206, 242, 275, 278, 280, 284, 298, 305, 309, 312, 315, 321, 331, 397, 408, 420, 426, 429, 432, 462, 468, 486]"
